product_name,unit_count,jev_label,core_probability,confidence,model
"OKSEBEN, 200 GR. / EXCELLENT PET",1,animal_feed,0.06,0.9,jev-1.13.0
"OKSEBOUILLON, 100 GR. / KNORR",1,mixed_food,0.07,0.54,jev-1.13.0
"OKSEBOUILLON, 100 GR. / REMA 1000",1,prepared_beef,0.26,0.36,jev-1.13.0
"OKSEFLANKSTEAK M. BBQ, 0.5 KG. / DANSK",1,prepared_beef,0.35,0.56,jev-1.13.0
"OKSEFLANKSTEAK M/HVIDLØG, 0.5 KG. / DANSK",1,prepared_beef,0.39,0.52,jev-1.13.0
"OKSEFLANKSTEAKS M. BBQ, 0.5 KG. / DANISH CROWN",1,core_beef,0.55,0.44,jev-1.13.0
"OKSEFLANKSTEAKS M.HVIDLØG, 0.5 KG. / DANISH CROWN",1,core_beef,0.54,0.45,jev-1.13.0
"OKSEFOND, 180 ML.",1,prepared_beef,0.23,0.54,jev-1.13.0
"OKSEKØDSSUPPE, 1000 GR. / REMA 1000",1,prepared_beef,0.03,0.87,jev-1.13.0
"OKSEKØDSUPPE, 1000 GR. / MOU",1,prepared_beef,0.0,0.47,jev-1.13.0
"OKSEPASTRAMI, 60 GR. / TYNDSKÅRET, REMA 1000",1,prepared_beef,0.01,0.99,jev-1.13.0
"OKSESPIDSBRYST, 0.5 KG. / FRILAND, ØKOLOGISK",1,core_beef,1.0,1.0,jev-1.13.0
"OKSESPIDSBRYST, 1 KG. / DANSK",1,core_beef,1.0,1.0,jev-1.13.0
"OKSESPIDSBRYST, 80 GR. / REMA 1000 MESTERPÅLÆG",1,core_beef,0.51,0.41,jev-1.13.0
"Okse Fond, 60 _ / Danmark",1,mixed_food,0.11,0.51,jev-1.13.0
"Okse Kebab, Okse kebab

Brutto vægt: 420 gram

Netto vægt: 400 gram

Oksekød, med kebab krydderi, skåret i tynde skiver. Stegt. Dybfrossen.",2,prepared_beef,0.0,1.0,jev-1.13.0
"Oksekebab, Oksekebab",1,prepared_beef,0.03,0.91,jev-1.13.0
"Oksekød, Gullaschkød af okse, Gullaschkød af okse",1,core_beef,0.81,0.77,jev-1.13.0
"Oksemørbrad 900-1300 G., 900 GR / New zealand",1,core_beef,0.99,0.98,jev-1.13.0
"Oscar Kalvebouillon, 90 Gram",1,mixed_food,0.05,0.7,jev-1.13.0
"Oscar Oksebouillon Øko, Økologisk oksebouillon granulat

Brutto vægt: 92 gram

Netto vægt: 80 gram

OSCAR® Oksebouillon granulat Økologisk har en autentisk smag af okse og løg, det gør sig godt enten til at starte en ret op med, eller som tilsmagning til sidst i processen. Du kan med fordel tilsmage farsretter med Oksebouillon Økologisk. Prøv f.eks. næste gang du laver en farsret at erstatte 1/3 af kødet med grøntsager, og smag til med Oksebouillon granulat Økologisk.",1,mixed_food,0.01,0.86,jev-1.13.0
"Oscar, Kalvebouillon, Kalvebouillon",2,mixed_food,0.15,0.27,jev-1.13.0
"Oscar, Økologisk oksebouillon, Oksebouillon øko",2,mixed_food,0.1,0.58,jev-1.13.0
"Oscar, Økologisk oksefond, Oksefond øko",2,prepared_beef,0.23,0.33,jev-1.13.0
"PartyDeco, Gender reveal konfettirør 60 cm - blå, Konfettirør gender reveal 60 cm - blå",1,other,0.0,0.96,jev-1.13.0
"PartyDeco, Gender reveal konfettirør 60 cm - pink, Konfettirør gender reveal 60 cm - pink",1,other,0.02,0.81,jev-1.13.0
"Pate m. okse, 100 g / First Price",1,prepared_beef,0.07,0.84,jev-1.13.0
"Pate m. oksekød, 300 g / First Price",1,prepared_beef,0.25,0.63,jev-1.13.0
"Pebersteak Af Oksetyksteg, 300 GR / Danmark",2,core_beef,0.64,0.56,jev-1.13.0
"Pedigree Adult Okse/Grønt, 3 KG / Tyskland",1,animal_feed,0.0,1.0,jev-1.13.0
"Pedigree Can Beef, 400 GR",1,animal_feed,0.0,0.98,jev-1.13.0
"Pedigree Can Beef, 400 GR / Tyskland",1,animal_feed,0.0,0.99,jev-1.13.0
"Pedigree Jumbone, Medium, Tyggestænger m. okse",2,animal_feed,0.0,1.0,jev-1.13.0
"Pedigree Jumbone, Mini, Tyggestænger m. okse",2,animal_feed,0.0,1.0,jev-1.13.0
"Pedigree Ranchos Okse Slic, 60 GR / Ungarn",1,animal_feed,0.01,0.92,jev-1.13.0
"Pedigree Rodeo, Tyggestænger med okse, Tyggestænger m. okse",2,animal_feed,0.0,1.0,jev-1.13.0
"Pedigree Small Okse/Grønt, 2 KG",1,animal_feed,0.0,0.99,jev-1.13.0
"Pedigree Small Okse/Grønt, 2 KG / Tyskland",1,animal_feed,0.0,0.99,jev-1.13.0
"Pedigree, Adult Beef Veg 12kg, Tørfoder m. okse og grøntsager",1,animal_feed,0.0,0.99,jev-1.13.0
"Pedigree, Adult Beef Veg 3kg, Tørfoder m. okse og grøntsager",2,animal_feed,0.0,0.99,jev-1.13.0
"Pedigree, Adult Beef Veg 7 kg, Tørfoder m. okse og grøntsager",1,animal_feed,0.0,0.99,jev-1.13.0
"Pedigree, Mini Okse 2kg, Tørfoder m. okse og grøntsager",2,animal_feed,0.0,0.99,jev-1.13.0
"Pedigree, Pedigree Oksekød 12*400g, Vådfoder m. okse",1,animal_feed,0.0,0.95,jev-1.13.0
"Pedigree, Pedigree Ranchos Okse Slices, Tyggepinde m. okse",1,animal_feed,0.0,0.98,jev-1.13.0
"Pedigree, Tender Goodness Adult Okse, Tørfoder m. okse",2,animal_feed,0.0,0.98,jev-1.13.0
"Pedigree, Tyggestænger m. okse, Tyggestænger m. okse",2,animal_feed,0.0,0.97,jev-1.13.0
"Pedigree, Tørfoder m. okse og grøntsager, Tørfoder m. okse og grøntsager",1,animal_feed,0.0,0.94,jev-1.13.0
"Plast1, Madopbevaringsbokse 2 stk., Arctic madopbevaringsboks (1,25L)",1,other,0.0,0.92,jev-1.13.0
"Podravka, Oksekød Suppe 65g, Oksekødssuppe",1,prepared_beef,0.0,0.63,jev-1.13.0
"Premieur, Entrecote m. marinade, Entrecote m. marinade",1,prepared_beef,0.32,0.59,jev-1.13.0
"Premieur, Entrecote, Entrecote",1,core_beef,1.0,0.99,jev-1.13.0
"Protein godbidder m. okse, 55 g / CRAVE",1,animal_feed,0.01,0.93,jev-1.13.0
"Purina Adventuros, Sticks til små hunde Buffalo Wild Flavour, Godbidder m. okse",2,animal_feed,0.0,1.0,jev-1.13.0
"Purina Gourmet, Gourmet Gold Paté Kalv/Grøntsager 85g, Vådfoder m. kalv og grøntsager",2,animal_feed,0.0,0.99,jev-1.13.0
"Purina Gourmet, Perle Mini Filets i sovs Okse, Vådfoder m. okse i sovs",1,animal_feed,0.0,0.99,jev-1.13.0
"Purina Latz, Latz AGAIL okse i géle, 85 g, Vådfoder i gelé m. okse",2,animal_feed,0.0,0.97,jev-1.13.0
"Purina One, One Bifensis Sterilcat Okse 750g, Tørfoder m. okse steriliserede katte",2,animal_feed,0.0,1.0,jev-1.13.0
"Purina, GOURMET GOLD okse, Vådfoder m. oksekød",1,animal_feed,0.02,0.95,jev-1.13.0
"Pålægsmesteren Oksebryst, 80 GR / Danmark",1,prepared_beef,0.07,0.91,jev-1.13.0
"Pålækker Roastbeef M/Peber, 60 Gram",2,prepared_beef,0.02,0.97,jev-1.13.0
"RIB EYE, 1.35 KG. / REMA 1000, UNGKVÆG",1,core_beef,0.98,0.97,jev-1.13.0
"RIBEYE STEAKS, 360 GR. / DANSK KALV",1,core_beef,0.99,0.98,jev-1.13.0
"RIBEYE STEAKS, 360 GR. / DANSK UNGKVÆG",1,core_beef,0.98,0.97,jev-1.13.0
"ROASTBEEF, 70 GR. / REMA 1000 MESTERPÅLÆG",1,prepared_beef,0.1,0.87,jev-1.13.0
"ROASTBEEF, 700 GR. / DANSK KALV",1,prepared_beef,0.42,0.48,jev-1.13.0
"ROASTBEEF, 700 GR. / DANSK UNGKVÆG",1,core_beef,0.52,0.42,jev-1.13.0
"RUSTICA BEEF KEBAB, 610 GR / Tyskland",1,prepared_beef,0.06,0.88,jev-1.13.0
"Raakraft, Kat menuboks med and og okse, Vådfoder m. and og okse",2,animal_feed,0.01,0.94,jev-1.13.0
"Reduced, Kalvefond øko, Kalvefond øko",2,mixed_food,0.09,0.44,jev-1.13.0
"Salling Princip, Kalve Bourgignon, Kalve Bourgignon",1,prepared_beef,0.19,0.72,jev-1.13.0
"Salling Princip, Oksebryst i skiver, Oksebryst i skiver",1,core_beef,0.92,0.9,jev-1.13.0
"Salling Princip, Roastbeef af okseinderlår, Roastbeef i skiver",1,prepared_beef,0.43,0.48,jev-1.13.0
"Salling ØKO, Entrecotes øko, Entrecotes øko",1,core_beef,1.0,1.0,jev-1.13.0
"Salling ØKO, Hakket oksekød 4-7% fedt, Hakket oksekød 4-7% fedt",1,core_beef,1.0,0.99,jev-1.13.0
"Salling ØKO, Hakket oksekød 8-12% fedt økologisk, Hakket oksekød 8-12% fedt øko",1,core_beef,0.99,0.99,jev-1.13.0
"Salling ØKO, Økologisk stegt roastbeef, Roastbeef i skiver øko",2,prepared_beef,0.05,0.93,jev-1.13.0
"Salling, Beef rub, Rub krydderiblanding okse",1,mixed_food,0.01,0.64,jev-1.13.0
"Salling, Instant kopnudler med oksekødsmag, Instant nudler m. oksekødsmag",1,mixed_food,0.0,0.97,jev-1.13.0
"Salling, Instant kopnudler med oksekødssmag, Instant kopnudler m. oksekødssmag",1,mixed_food,0.0,0.99,jev-1.13.0
"Salling, Kalve T-bone 250-350g, T-bone af kalv",1,core_beef,1.0,0.99,jev-1.13.0
"Salling, Kebab, Kebab af oksekød",2,prepared_beef,0.04,0.93,jev-1.13.0
"Salling, Klar oksekødssuppe med gulerødder, selleri og porrer, Klar oksekødssuppe m. gulerødder, selleri og porrer",2,prepared_beef,0.01,0.69,jev-1.13.0
"Salling, Oksebouillon, Oksebouillon",2,prepared_beef,0.08,0.61,jev-1.13.0
"Salling, Oksebryst i skiver, Oksebryst i skiver",2,core_beef,0.67,0.59,jev-1.13.0
"Salling, Oksekødsboller med tomatsauce, Oksekødsboller m. tomatsauce",1,prepared_beef,0.01,0.93,jev-1.13.0
"Salling, Paté med oksekød, Paté m. oksekød",2,prepared_beef,0.01,0.96,jev-1.13.0
"Salling, Paté oksekød, Paté m. oksekød",2,prepared_beef,0.01,0.96,jev-1.13.0
"Salling, Roastbeef, Roastbeef i skiver",1,prepared_beef,0.2,0.74,jev-1.13.0
"Salling, Salling kat anthairball oske & malt 60 g, Godbidder m. oksekød og malt",2,animal_feed,0.0,0.98,jev-1.13.0
"Salling, Salling kat okse i sovs 415g, Vådfoder i sovs m. oksekød",2,animal_feed,0.0,1.0,jev-1.13.0
"Salling, Silkeskåret oksepastrami, Oksepastrami i skiver",1,prepared_beef,0.0,0.84,jev-1.13.0
"Salling, Tørfoder kat m. oksekød 2 kg, Tørfoder m. okse",1,animal_feed,0.0,1.0,jev-1.13.0
"Salling, Tørfoder m. okse, Tørfoder m. okse",1,animal_feed,0.0,0.98,jev-1.13.0
"Semper, Mos m. kartoffel og oksekød fra 8 mdr., Mos m. kartoffel og oksekød fra 8 mdr.",2,animal_feed,0.0,0.67,jev-1.13.0
"Sheba, Selection Oksekød, Vådfoder i sovs m. okse",2,animal_feed,0.0,1.0,jev-1.13.0
"Slagteren Okse, Hakket oksekød 4-7% fedt, Hakket oksekød 4-7% fedt",2,core_beef,0.99,0.99,jev-1.13.0
"Slagteren Okse, Helt oksekraftben, Kraftben",1,core_beef,0.63,0.55,jev-1.13.0
"Slagteren Okse, Oksecuvette, Oksecuvette",3,core_beef,1.0,0.99,jev-1.13.0
"Slagteren Okse, Okseinderlår, Okseinderlår",2,core_beef,1.0,0.99,jev-1.13.0
"Slagteren Okse, Okseklump, Okseklump",2,core_beef,0.99,0.99,jev-1.13.0
"Slagteren Okse, Oksemørbrad 1,2-1,6 kg, Oksemørbrad",1,core_beef,0.99,0.99,jev-1.13.0
"Slagteren, Entrecote 600-650g, Entrecote",1,core_beef,0.99,0.99,jev-1.13.0
"Slagteren, Entrecote striploin, Entrecote striploin",1,core_beef,0.98,0.96,jev-1.13.0
"Slagteren, Entrecote, Entrecote",1,core_beef,0.99,0.98,jev-1.13.0
"Slagteren, Frossen oksemørbrad, Oksemørbrad",1,core_beef,0.99,0.99,jev-1.13.0
"Slagteren, Hakket kalvekød 8-12% fedt, Hakket kalvekød 8-12% fedt",2,core_beef,0.97,0.97,jev-1.13.0
"Slagteren, Hakket oksekød 14-18 % fedt 1000g, Hakket oksekød 14-18 % fedt",1,core_beef,1.0,0.99,jev-1.13.0
"Slagteren, Hakket oksekød 14-18% fedt, Hakket oksekød 14-18% fedt",4,core_beef,0.99,0.98,jev-1.13.0
"Slagteren, Hakket oksekød 4-7 % fedt 900g, Hakket oksekød 4-7 % fedt",1,core_beef,1.0,0.99,jev-1.13.0
"Slagteren, Hakket oksekød 4-7% fedt 400g, Hakket oksekød 4-7% fedt",2,core_beef,1.0,1.0,jev-1.13.0
"Slagteren, Hakket oksekød 4-7% fedt, Hakket oksekød 4-7% fedt",1,core_beef,1.0,1.0,jev-1.13.0
"Slagteren, Hakket oksekød 8-12% fedt, Hakket oksekød 8-12% fedt",3,core_beef,1.0,1.0,jev-1.13.0
"Slagteren, Kalveculotte 800-1300 g, Kalveculotte",1,core_beef,1.0,1.0,jev-1.13.0
"Slagteren, Kalveculotte 800-1300g, Kalveculotte",1,core_beef,1.0,1.0,jev-1.13.0
"Slagteren, Kalvecuvette, Kalvecuvette",1,core_beef,1.0,0.99,jev-1.13.0
"Slagteren, Marmoreret oksefilet 2-3kg, Marmoreret oksefilet",1,core_beef,0.99,0.99,jev-1.13.0
"Slagteren, Okseculotte 1,2-1,9kg, Okseculotte",1,core_beef,1.0,1.0,jev-1.13.0
"Slagteren, Okseculotte, Okseculotte",2,core_beef,0.99,0.99,jev-1.13.0
"Slagteren, Oksehaler, Oksehaler",1,core_beef,0.97,0.96,jev-1.13.0
"Slagteren, Oksemørbrad 1,2-1,8 kg, Oksemørbrad",1,core_beef,0.99,0.99,jev-1.13.0
"Slagteren, Oksemørbrad, Oksemørbrad",1,core_beef,0.98,0.98,jev-1.13.0
"Slagteren, Oksestriploin, Oksestriploin",2,core_beef,0.98,0.97,jev-1.13.0
"Spicefield Nudler Oksekød, 85 GR / Litauen",1,mixed_food,0.03,0.88,jev-1.13.0
"Spring Rolls M/Oksekød, Sprøde forårsruller til ovn med oksekød og smagefulde grøntsager

Brutto vægt: 610 gram

Netto vægt: 600 gram

De sprøde Spring Rolls med oksekød fra Daloon er fyldt med egenproducerede bønnespirer, hvidkål, gulerødder, porre og oksekød. Der er lagt stor vægt på den gode smag og kvalitet, der sikre dig en god oplevelse. Rullerne skal blot i ovnen i ca. 17 minutter, direkte fra fryseren, og den tid kan du bruge på et sundt og lækkert tilbehør.",1,mixed_food,0.01,0.59,jev-1.13.0
"Spring Rolls Med Oksekød, Sprøde forårsruller til ovn med oksekød og smagefulde grøntsager

Brutto vægt: 610 gram

Netto vægt: 600 gram

De sprøde Spring Rolls med oksekød fra Daloon er fyldt med egenproducerede bønnespirer, hvidkål, gulerødder, porre og oksekød. Der er lagt stor vægt på den gode smag og kvalitet, der sikre dig en god oplevelse. Rullerne skal blot i ovnen i ca. 17 minutter, direkte fra fryseren, og den tid kan du bruge på et sundt og lækkert tilbehør.",1,mixed_food,0.01,0.47,jev-1.13.0
"Steff Houlberg, Roastbeef i skiver, Roastbeef i skiver",1,prepared_beef,0.13,0.82,jev-1.13.0
"T-BONE STEAK, 350 GR. / DANSK KALV",1,prepared_beef,0.26,0.59,jev-1.13.0
"TYKSTEGSBØFFER, 300 GR. / DANSK UNGKVÆG",1,core_beef,0.88,0.86,jev-1.13.0
"Touch Of T Kalvefond Kk, 180 ML / Belgien",1,core_beef,0.42,0.3,jev-1.13.0
"Touch Of T Oksefond Kk, 180 Milliliter",1,mixed_food,0.02,0.47,jev-1.13.0
"Touch of Taste, Kalvefond, Kalvefond",2,prepared_beef,0.06,0.33,jev-1.13.0
"Touch of Taste, Oksefond med rødvin, Oksefond m. rødvin",2,mixed_food,0.02,0.52,jev-1.13.0
"Tulip Pålækker, Roastbeef med groft peber, Roastbeef i skiver m. peber",2,prepared_beef,0.12,0.83,jev-1.13.0
"Tørfoder m. okse, 2,6 kg / Pedigree",1,animal_feed,0.0,1.0,jev-1.13.0
"Tørfoder m. okse, 3,8 kg / Whiskas 1+",1,animal_feed,0.0,1.0,jev-1.13.0
"Tørfoder m. okse, 4 kg / voksen hund / First Price",1,animal_feed,0.0,0.99,jev-1.13.0
"Tørfoder m. oksekød og grønt, 2 kg / små racer / Pedigree",1,animal_feed,0.0,0.99,jev-1.13.0
"Tørfoder m. oksekød og grønt, 3 kg / voksen hund / Pedigree",1,animal_feed,0.0,0.99,jev-1.13.0
"Tørfoder m. oksekød, 750 g / sterilkat adult / Purina ONE",1,animal_feed,0.03,0.94,jev-1.13.0
"UNGKVÆG I TERN, 300 GR. / DANSK UNGKVÆG",1,core_beef,0.93,0.92,jev-1.13.0
"VIon, Hakekt oksekød 14-18% fedt, Hakekt oksekød 14-18% fedt",1,core_beef,0.97,0.97,jev-1.13.0
"Velsmag, Entrecote, Entrecote",3,core_beef,0.91,0.88,jev-1.13.0
"Velsmag, Hakket kalvekød 8-12% fedt, Hakket kalvekød 8-12% fedt",1,core_beef,0.97,0.96,jev-1.13.0
"Velsmag, Hakket oksekød 14-18% fedt, Hakket oksekød 14-18% fedt",3,core_beef,0.99,0.99,jev-1.13.0
"Velsmag, Hakket oksekød 4-7% fedt, Hakket oksekød 4-7% fedt",2,core_beef,0.99,0.99,jev-1.13.0
"Velsmag, Hakket oksekød 8-12% fedt, Hakket oksekød 8-12% fedt",5,core_beef,0.98,0.97,jev-1.13.0
"Velsmag, Kalvesteak, Kalvesteak",1,core_beef,0.83,0.79,jev-1.13.0
"Velsmag, Marineret kalvesteak, Marineret kalvesteak",1,prepared_beef,0.32,0.61,jev-1.13.0
"Velsmag, Oksecuvette, Oksecuvette",1,core_beef,0.8200000000000001,0.77,jev-1.13.0
"Vifon, Beef, Instant kopnudler m. oksekødssmag mild",1,mixed_food,0.0,0.93,jev-1.13.0
"Vifon, Hot Beef - Oksekød med sichuan peber 90g, Nudler m. oksekød",1,mixed_food,0.0,0.85,jev-1.13.0
"Vitakraft, BeefStick Rustico 55g, Godbidder m. okse",1,animal_feed,0.0,0.98,jev-1.13.0
"Vitakraft, BeefStick hjerte 12 g, Snackstang m. hjerte",1,animal_feed,0.0,0.99,jev-1.13.0
"Vitakraft, BeefStick med grøntsager 12 g, Snackstang",2,animal_feed,0.0,0.95,jev-1.13.0
"Vitakraft, Poésie + oksekod & gulerod III, Vådfoder m. oksekød og gulerod",1,animal_feed,0.0,0.99,jev-1.13.0
"Vitakraft, Poésie 85g mousse +okse III, Vådfoder m. oksekød",1,animal_feed,0.0,0.99,jev-1.13.0
"Vitakraft, Poésie DéliSauce + oksekød II 85g K, Vådfoder i sovs m. oksekød",1,animal_feed,0.0,0.98,jev-1.13.0
"Vitakraft, Snackstang m. okse, Snackstang m. okse",1,animal_feed,0.0,0.97,jev-1.13.0
"Vitakraft, Snackstang med okse, Snackstang m. okse",2,animal_feed,0.0,0.97,jev-1.13.0
"Vitakraft, Vådfoder i sovs m. oksekød, Vådfoder i sovs m. oksekød",1,animal_feed,0.0,0.97,jev-1.13.0
"Vådfoder classic terrine, 4 x 150 g / voksen hund / Cesar",1,animal_feed,0.0,0.91,jev-1.13.0
"Vådfoder country stew, 4 x 150 g / voksen hund / Cesar",1,animal_feed,0.0,0.92,jev-1.13.0
"Vådfoder m. oksekød, 1,24 kg / voksen hund / First Price",1,animal_feed,0.0,0.97,jev-1.13.0
"Vådfoder m. oksekød, 415 g / First Price",1,animal_feed,0.0,0.95,jev-1.13.0
"Whiskas 1+ Okse Tør, 1900 GR",1,animal_feed,0.0,0.98,jev-1.13.0
"Whiskas 1+ Oksekød, 800 GR",1,animal_feed,0.0,0.95,jev-1.13.0
"Whiskas 1+ Oksekød, 800 GR / Polen",2,animal_feed,0.0,0.96,jev-1.13.0
"Whiskas, Tørfoder m. okse, Tørfoder m. okse",1,animal_feed,0.0,0.97,jev-1.13.0
"Whiskas, Tørfoder med okse voksen, Tørfoder m. okse",2,animal_feed,0.0,0.99,jev-1.13.0
"Whiskas, Whiskas 1+ Beef 3x3,8kg, Tørfoder m. okse",1,animal_feed,0.0,1.0,jev-1.13.0
"Whiskas, Whiskas 1+ Okse, Tørfoder m. okse",1,animal_feed,0.0,1.0,jev-1.13.0
"Yum Yum, Instant nudler med oksesmag, Instant nudler m. oksekødssmag",2,mixed_food,0.0,0.99,jev-1.13.0
"Zooper, Fillet Okse 80g, Godbidder m. okse kornfri",1,animal_feed,0.0,1.0,jev-1.13.0
"kat, Paté m. okse, Paté m. okse",1,animal_feed,0.0,0.92,jev-1.13.0
"kat, Vådfoder m. okse, Vådfoder m. okse",1,animal_feed,0.0,0.98,jev-1.13.0
"ØGO, Hakket oksekød 4-7% fedt øko, Hakket oksekød 4-7% fedt øko",1,core_beef,1.0,0.99,jev-1.13.0
"ØGO, Hakket oksekød 8-12% fedt øko, Hakket oksekød 8-12% fedt øko",1,core_beef,1.0,0.99,jev-1.13.0
"ØKO HAKKET OKSEKØD 4-7%, 350 GR / Danmark",1,core_beef,1.0,0.99,jev-1.13.0
"Øko Entrecote, 400 GR / Danmark",1,core_beef,1.0,0.99,jev-1.13.0
"Øko Unique Entrecote, 2 Styk",1,core_beef,0.97,0.96,jev-1.13.0
"Øko.Oksehakke 9-15 %, 400 GR / Danmark",3,core_beef,1.0,0.99,jev-1.13.0
